index,StationName,YearMonth,AirTemperature_Mean,AirTemperature_Maximum,AirTemperature_MaximumDate,AirTemperature_Minimum,AirTemperature_MinimumDate,Precipitation_Accumulation,Precipitation_GE01Days,WindSpeed_Maximum,WindSpeed_MaximumDate,WindDirection_Maximum,PeakGustSpeed_Maximum,PeakGustSpeed_MaximumDate,PeakGustDirection_Maximum,RelativeHumidity_Mean,RelativeHumidity_Minimum,RelativeHumidity_MinimumDate,AirPressure_Mean,SunshineDuration_Total,Month
23,臺南,2016-12,20.9,29.4,2016-12-13,13.9,2016-12-28,2.0,1,9.9,2016-12-27,20.0,17.3,2016-12-27,10.0,74,45,2016-12-13,1015.0,184.5,12
24,臺南,2017-01,19.4,28.1,2017-01-29,13.1,2017-01-21,0.0,0,8.1,2017-01-20,20.0,13.2,2017-01-25,20.0,74,44,2017-01-29,1016.0,208.3,1
25,臺南,2017-02,18.6,29.0,2017-02-20,9.7,2017-02-11,1.0,2,9.7,2017-02-09,10.0,18.7,2017-02-09,30.0,71,42,2017-02-17,1016.4,174.3,2
26,臺南,2017-03,21.5,30.2,2017-03-21,13.6,2017-03-03,12.8,3,10.6,2017-03-31,20.0,21.6,2017-03-31,10.0,70,42,2017-03-29,1013.1,194.7,3
27,臺南,2017-04,24.6,32.3,2017-04-10,14.9,2017-04-01,64.5,9,11.4,2017-04-01,20.0,21.7,2017-04-01,20.0,71,33,2017-04-02,1010.5,194.7,4
28,臺南,2017-05,27.7,33.9,2017-05-12,21.5,2017-05-16,79.5,6,8.3,2017-05-12,210.0,13.1,2017-05-16,340.0,73,49,2017-05-01,1007.6,199.5,5
29,臺南,2017-06,29.3,34.5,2017-06-12,24.4,2017-06-16,251.5,14,9.2,2017-06-12,170.0,14.3,2017-06-11,190.0,79,51,2017-06-12,1006.1,199.2,6
30,臺南,2017-07,29.6,34.5,2017-07-20,23.4,2017-07-31,506.9,16,10.6,2017-07-31,190.0,19.6,2017-07-31,180.0,76,50,2017-07-20,1005.6,203.9,7
31,臺南,2017-08,29.9,34.9,2017-08-19,24.9,2017-08-01,196.5,9,8.5,2017-08-23,140.0,17.1,2017-08-01,120.0,74,48,2017-08-23,1004.8,212.5,8
32,臺南,2017-09,30.0,35.4,2017-09-20,25.6,2017-09-07,39.5,5,8.2,2017-09-07,180.0,13.1,2017-09-07,180.0,69,31,2017-09-19,1006.8,234.5,9
33,臺南,2017-10,27.1,35.4,2017-10-11,18.7,2017-10-23,39.5,3,9.8,2017-10-21,350.0,18.3,2017-10-21,350.0,70,41,2017-10-31,1008.4,229.2,10
34,臺南,2017-11,23.8,33.4,2017-11-17,17.4,2017-11-23,1.5,2,8.7,2017-11-23,350.0,16.1,2017-11-23,330.0,73,44,2017-11-17,1012.3,165.3,11
35,臺南,2017-12,19.1,26.5,2017-12-03,13.2,2017-12-09,2.0,3,8.9,2017-12-19,350.0,15.3,2017-12-16,360.0,72,49,2017-12-21,1015.5,164.8,12
